Player,Pos,Year,Ridge,RF,SVM,NeuralNet
Chester Rogers,WR,2019,-39.91139545917055,-50.74000000000004,-32.19606557760271,-13.668473052978513
Miles Sanders,RB,2021,-24.31000231687662,-14.181999999999988,-19.62000875451166,-10.759571838378903
Greg Olsen,TE,2019,25.66042155952968,40.984,33.248485677350345,45.791472625732425
Zach Ertz,TE,2015,30.305909709511155,24.780000000000044,35.70077981436725,42.20476226806642
Derek Carrier,TE,2016,-33.08013861695183,-33.03,-23.49012162120989,-23.533720016479492
Danny Woodhead,RB,2017,-15.880802492968776,-56.939999999999976,-4.358320876703324,5.545861816406251
Steven Sims,WR,2020,-33.19795710995557,-40.60399999999999,-21.205383258129068,-28.30961151123047
Aaron Jones,RB,2019,162.64310199471825,124.98400000000004,167.22420395747514,170.5869338989258
Warrick Dunn,RB,2007,2.4512990769370617,-40.70999999999998,2.537984597084602,21.67035369873048
Julius Jones,RB,2006,11.71950434028912,21.54000000000002,14.38073754905733,23.365876770019554
Jason McAddley,WR,2004,-49.12458592843265,-29.202,-37.46939496293734,-29.474852752685546
David Montgomery,RB,2020,107.88769514983896,123.01600000000003,112.1306794362012,115.2092254638672
Mark Campbell,TE,2006,-7.857925136718897,-15.327999999999996,3.192727481767939,-0.05398712158203267
Kevin Faulk,RB,2006,1.674805852762688,13.500000000000014,10.42560434695332,30.74893417358399
Michael Bennett,RB,2003,-97.85866894298678,-113.29999999999984,-100.74116354069848,-78.33526000976562
Johnny Mundt,TE,2019,-16.554712328470487,-4.3405000000000005,-3.4503374731741605,-10.482664489746094
Roy Williams,WR,2011,-3.8835505430877504,-4.284000000000049,2.671737073330547,-4.524960327148435
Patrick Johnson,WR,2002,-7.103654628708867,-5.222000000000001,5.569300725839753,6.580801773071286
Charles Johnson,WR,2001,-75.15815771410419,-55.98600000000001,-69.56812334942072,-77.49983062744141
Greg Lewis,WR,2010,-5.728147428632056,10.116,6.7428038008345865,2.156378936767581
Dane Looker,WR,2005,-7.25231689178041,-32.94000000000001,4.65933102004778,6.400096130371097
Luke Stocker,TE,2013,-26.71543189323929,-24.363999999999983,-16.485638357693773,-19.49162902832031
Sammy Watkins,WR,2018,-0.8983806679959514,6.569999999999979,3.664006001900404,-5.628721618652349
Stephen Anderson,TE,2017,17.47791609756198,24.762,30.169371339918,29.491900634765628
Rod Gardner,WR,2002,82.05130651946922,97.20999999999997,86.0786318432773,81.63792724609374
Joey Galloway,WR,2010,-25.741663100684573,-13.63399999999999,-13.726355385775154,-6.739041519165038
MarQueis Gray,TE,2014,-23.997119645075035,-77.91,-11.10307658279986,-16.069235610961915
Denard Robinson,WR,2014,76.55817511491126,73.782,89.10139960305902,86.03159103393554
Michael Crabtree,WR,2016,52.9344122737871,82.56200000000001,56.22004094408456,62.26518707275392
Logan Thomas,TE,2021,-59.34134230802625,-73.69600000000003,-53.76719858652884,-47.79898681640625
Ashley Lelie,WR,2005,-24.641614549915744,-2.90600000000002,-28.87860494604305,-19.368981933593744
Dawson Knox,TE,2021,76.29711364671766,81.53200000000001,85.77912392451468,95.77286682128909
Reuben Droughns,RB,2004,168.7053487937905,174.202,180.2549757347632,179.30729064941406
Justin Peelle,TE,2011,-27.58295557825935,-17.948,-16.826863772898868,-18.991948699951173
Michael Robinson,WR,2008,-8.11093777794234,-21.19399999999997,3.896781214630508,4.180489730834964
Diontae Johnson,WR,2020,72.23524992996323,68.58600000000001,76.77066718500456,76.65928344726564
Jacob Hester,RB,2012,-15.812614644808187,-47.666,-3.3293974938359305,-3.4750854492187493
T.J. Graham,WR,2014,-45.64892950842189,-50.276,-35.85823206948628,-32.93175201416015
Anquan Boldin,WR,2015,-3.712202574101098,8.661999999999992,-3.9155997156345,7.383367919921881
Cadillac Williams,RB,2011,-43.89976522369439,-31.62799999999997,-37.59860095644677,-26.390122985839838
Nate Byham,TE,2013,-18.714967733769253,-6.937999999999999,-5.938250483224731,-12.053313446044921
Michael Bush,RB,2012,-78.9680817854252,-38.102,-78.92937765996615,-62.495141601562494
Andre Roberts,WR,2013,-33.062857311511735,-49.68199999999996,-29.290103209499904,-27.484823608398443
Lance Moore,WR,2011,14.101442481945014,10.987999999999955,20.92491275298258,25.34466857910155
C.J. Uzomah,TE,2021,28.91400636985641,17.767999999999986,38.33974021840645,50.27220611572265
Jerome Bettis,RB,2002,12.7174200289479,52.134,15.304945232891598,33.912594604492185
D.K. Metcalf,WR,2020,107.37410910182652,100.11800000000008,107.34049029487484,111.74430541992189
Kellen Davis,TE,2011,37.33444865027746,44.128,49.94898838839038,41.299024200439455
Eddie Lacy,RB,2016,-67.53283594711861,-84.46199999999999,-63.97481350823439,-57.32713623046875
Johnny Holton,WR,2018,-43.48430010918318,-42.948,-32.113541624917495,-33.92938995361328
Dwayne Allen,TE,2013,-67.4077555273444,-56.642,-62.4590910444801,-61.31531524658203
Jermichael Finley,TE,2010,-63.482093824068976,-54.504000000000026,-60.01008021378596,-57.243719482421874
Artose Pinner,RB,2007,-40.19810764360781,-56.10999999999999,-28.748746133160505,-23.92409744262695
Kendall Hunter,RB,2014,-57.53802855954145,-63.94799999999999,-47.04224604324563,-34.5031021118164
Clinton Portis,RB,2003,72.67271098302996,83.65400000000002,69.46064285888724,96.69670104980469
Kevin Smith,RB,2013,-39.49773945275455,-58.19399999999999,-28.025186474092788,-21.475287628173827
Tyrell Williams,WR,2020,-98.02271742526182,-97.048,-95.5976389832232,-97.05014190673828
Andrew Quarless,TE,2015,-50.99011210057228,-53.32799999999999,-42.51681852575627,-34.03411712646484
Dwayne Carswell,TE,2003,-25.97877948038668,-26.666,-15.52367667161619,-12.920180511474609
Bryan Gilmore,WR,2003,18.3645014962229,21.93,31.66280030329977,23.84413795471191
Todd Heap,TE,2010,18.44974976190177,2.368000000000052,22.422338684806988,23.62188568115235
Jerome Pathon,WR,2004,-6.224403938519458,-2.3340000000000174,-0.5097089488101147,0.18788299560546307
Jeremy Sprinkle,TE,2018,-8.427079353184704,7.770000000000001,3.581388272404089,-2.8933338165283207
Jeff Robinson,TE,2004,-12.005476210081287,-6.876000000000005,1.1072345029262711,-3.5015705108642585
Gerald Everett,TE,2021,24.373705566272506,42.21999999999999,33.36309776709098,42.94628219604492
Ruvell Martin,WR,2007,-9.966678516759416,-14.013999999999996,-1.2663334444676266,10.202384185791018
Larry Fitzgerald,WR,2014,-19.47545447129042,-26.36599999999996,-17.01691021185357,-9.380273437499994
Dwayne Washington,RB,2020,-24.24089780747724,-17.612000000000013,-11.557645299842775,-15.69890022277832
DeAndrew White,WR,2016,-25.548320685942212,-15.313999999999997,-12.704925303853946,-17.62083969116211
Derek Carrier,TE,2019,-2.82139893637013,-3.998000000000001,9.954469840431637,4.024177551269531
Clarence Moore,WR,2006,-30.766382886605943,-35.591999999999985,-18.09226202005793,-18.335930252075194
Darrell Daniels,TE,2018,-21.77523936539395,-20.991999999999997,-8.62296597317045,-16.185987091064455
Kevin Smith,RB,2012,-62.01397004336481,-52.35000000000002,-54.130106229799054,-46.92464752197266
Anquan Boldin,WR,2004,-87.08717636518693,-62.60399999999996,-91.69089511121538,-71.51177062988282
Golden Tate,WR,2020,-54.77603337995194,-58.060000000000045,-51.32977232594372,-44.779620361328114
Tandon Doss,WR,2013,1.2314325861735824,4.994000000000007,13.987404287886308,9.853813171386719
Ben Hartsock,TE,2009,-10.320255895431554,-17.397999999999993,0.5715700108372745,-9.425038146972657
Khari Lee,TE,2016,-15.477642111594854,-3.7799999999999976,-3.7709661778170016,-12.616753578186035
Darren McFadden,RB,2011,-75.52391870462158,-71.122,-78.38736653073063,-45.88453979492188
A.J. Green,WR,2017,23.72967905964066,44.95399999999998,20.65730645074808,39.43000488281251
Ronald Curry,WR,2004,103.4520837080304,85.44000000000004,116.64807900215273,108.56863174438479
Desmond Clark,TE,2002,-89.65150986299452,-103.274,-82.05033691913253,-83.61764984130859
Donte' Stallworth,WR,2011,17.008170304022798,2.6119999999999948,29.733984194303662,22.78775596618653
Julius Thomas,TE,2015,-2.49386267845334,-24.72399999999999,3.45744648902145,-1.2412643432617188
James O'Shaughnessy,TE,2016,-7.485407312494921,-5.700000000000003,4.024799381736351,1.6095108032226548
Bubba Franks,TE,2006,-20.752561023821382,-28.822000000000003,-10.396999104988495,-2.832676696777341
Mike Wallace,WR,2011,44.62274658438491,53.976,36.07333596144585,50.471160888671875
Calvin Ridley,WR,2020,95.37151505367328,87.292,95.0571457953968,102.64869689941406
Eddie Lacy,RB,2014,85.06153438316741,126.70400000000002,84.8336984021825,95.3534942626953
David Boston,WR,2004,-124.71231065738311,-136.17400000000006,-123.54805795100526,-118.54322814941406
Kyle Rudolph,TE,2021,-14.784052576149236,-6.529999999999994,-8.30229228943243,5.171309661865237
Derrick Henry,RB,2020,123.70438021231216,115.26200000000006,121.14746331043308,145.22261962890627
Gijon Robinson,TE,2010,-14.226497933624128,-2.827999999999996,-3.017081924451308,-10.396284866333009
Lex Hilliard,RB,2010,-52.50546132897804,-78.72600000000001,-41.203279975497466,-31.981974792480468
Clyde Edwards-Helaire,RB,2021,-23.75685569281657,8.204000000000008,-21.03030015490037,-11.6728500366211
Marques Colston,WR,2007,81.73077126350259,81.00200000000001,80.99855729614745,96.1174346923828
Jack Doyle,TE,2015,-19.77793342842029,-16.034000000000002,-6.9684465014161,-6.938343811035157
Mark Jones,WR,2009,-22.168780294043223,-15.902,-9.07435690236552,-17.49419174194336
Ahman Green,RB,2001,77.52497636666902,44.00200000000004,76.63590077548915,102.97821960449221
Malcom Floyd,WR,2015,-26.56687804492164,-7.512,-26.333264413581148,-23.08087005615235
Cedric Peerman,RB,2011,-20.990712864763204,-24.956,-7.775306671294288,-15.214391708374023
Johnnie Morton,WR,2005,-81.73035978029903,-83.51000000000003,-81.66849375079838,-74.88180084228516
Peyton Hillis,RB,2014,-41.6402774663588,-60.41599999999997,-30.98245380838563,-14.855461883544919
Markus Wheaton,WR,2014,76.03791529022818,87.69800000000001,89.03210163849572,83.24224166870117
Ronnie Hillman,RB,2013,-17.749529423335304,-26.814000000000007,-6.73516498359939,1.4508773803710966
Laurent Robinson,WR,2008,-63.67092393999607,-68.69799999999996,-53.15485980414863,-55.60541610717773
Malcom Floyd,WR,2009,23.074072904994864,41.344,29.516314271572128,33.25152740478515
Lee Mays,WR,2004,-4.0207899305827866,-5.521999999999999,9.105259017725238,1.8960067749023466
Rishard Matthews,WR,2017,-6.196352257381761,32.247999999999976,-4.820301353358218,2.4527465820312386
Alvin Kamara,RB,2020,168.18536311592413,121.95000000000005,171.57242435491276,194.63998107910157
Corey Coleman,WR,2017,-31.13316751185748,-39.07400000000001,-22.857652691090323,-24.382843017578125
Lance Kendricks,TE,2019,-34.263596791756626,-28.51,-22.728589894999654,-21.10486602783203
Jason Hill,WR,2008,35.01519218042971,25.29799999999999,48.17302461948535,41.47094554901123
Tai Streets,WR,2002,79.55029738095755,75.07000000000002,90.37231429476878,93.93362960815432
C.J. Anderson,RB,2016,-15.127430174942887,-28.71799999999999,-9.008407988694046,-5.459159851074219
Courtland Sutton,WR,2020,-137.1117384470363,-133.902,-139.02453921483198,-125.9686492919922
Dalvin Cook,RB,2019,143.1768528436147,159.42399999999998,147.4475814325342,156.70295562744138
Javon Walker,WR,2006,151.87940557882047,166.884,163.44645589782445,169.96024627685546
Arian Foster,RB,2013,-98.33657875253772,-75.338,-98.95080303201011,-84.91423034667969
Joel Dreessen,TE,2008,-19.840645692773872,-10.352000000000004,-6.787904296231492,-12.660044479370118
Percy Harvin,WR,2016,-78.20288917210759,-98.118,-69.51167114105954,-59.282421875
Rhett Ellison,TE,2018,3.253277776826998,-6.865999999999957,11.62198428609716,14.703438949584964
Seth Devalve,TE,2019,-8.706462321939163,-0.1419999999999923,3.042997346243041,-2.7772884368896484
Sam Hurd,WR,2007,19.421736426890888,23.580000000000005,32.17864157971853,23.652826690673834
Donald Lee,TE,2006,-38.54136857608746,-34.702,-27.53257952283647,-17.123050689697266
DeAndre Hopkins,WR,2017,134.58092690090098,145.55400000000003,137.58922714395757,147.60863189697267
Ahmad Bradshaw,RB,2011,4.868273782682991,-61.6759999999999,5.009346747544896,25.308648681640648
Martavis Bryant,WR,2018,-57.52108362698613,-69.77000000000001,-51.043727183624505,-49.599168395996095
Dwayne Harris,WR,2017,-18.79700776051151,-21.132266666666656,-5.8475448759355295,-13.232262420654298
Mike Goodson,RB,2011,-99.1156269741218,-97.016,-90.89942527920424,-86.324365234375
Tyler Kroft,TE,2021,-11.467247614805585,-14.080000000000002,0.2468353710769015,-0.0522052764892571
Dwayne Bowe,WR,2015,-91.0049107537818,-77.91199999999999,-88.68966384986835,-77.59283752441407
Delanie Walker,TE,2008,-16.455279063317153,-3.990000000000002,-5.138752253308052,-5.445790100097657
David Nelson,TE,2012,-94.0013833836757,-92.17800000000004,-88.75739781519323,-85.10157623291016
Braylon Edwards,WR,2007,137.61741773712015,132.99799999999993,140.60546814996349,145.35897674560545
Jake O'Connell,TE,2012,-25.29929689963969,-13.764000000000006,-13.032411391840288,-17.290085983276366
Golden Tate,WR,2014,84.7916509708567,111.03199999999995,86.00393214504854,94.50910339355468
Andre' Davis,WR,2008,-60.810460298438045,-62.349999999999966,-55.95178220147109,-54.51296539306641
Jeremy McNichols,RB,2019,17.170584359917797,28.575766666666677,30.09790652279481,23.790946388244635
Garrett Celek,TE,2014,-18.263018985910445,-12.717999999999993,-5.174953121820661,-15.1404296875
Allen Lazard,WR,2019,55.47932419412151,67.83399999999997,68.24688255318662,65.68701438903808
Aaron Walker,TE,2005,-21.371231653304992,-13.176000000000007,-9.59429377037441,-15.191884231567382
Andre Holmes,WR,2014,33.98688357957677,49.804,40.754786694695554,55.25682144165039
Shaud Williams,RB,2005,-9.39058262769393,-27.81599999999997,2.2867121016914,7.729153060913092
Shaun Chapas,RB,2012,-23.00549257459096,-14.638000000000009,-10.042762869850046,-16.094766998291014
Paul Richardson,WR,2016,-12.813216934994614,-11.872000000000009,-3.2825646727116293,8.511490631103513
Jason Witten,TE,2007,104.65291996061524,107.00799999999998,107.08373311227648,111.8187026977539
C.J. Uzomah,TE,2018,51.82009065511872,57.228,63.77784634853453,60.35333290100098
Sammy Morris,RB,2004,61.05415798455399,71.55799999999999,73.31339653038815,77.44828338623047
Fred McAfee,RB,2002,-19.15577706820185,0.5283333333333338,-6.200146965543221,-12.561624908447266
Ryan Nall,RB,2021,-29.05780613604316,-29.17199999999999,-16.167637543744146,-20.54543991088867
Brandon Marshall,WR,2007,165.34119659912446,153.45,176.39083037480128,172.45493240356444
Wayne Gallman,RB,2019,-3.280622411116056,3.0139999999999887,8.777112219615134,14.292346191406253
Reggie Kelly,TE,2003,-7.351587666183853,-19.50199999999998,1.241483029540305,-4.375402832031249
Sean McGrath,TE,2014,-49.09006145579227,-53.65400000000002,-40.49450800939363,-31.42652130126953
Jacob Hollister,TE,2018,-18.18034663962761,-11.831999999999995,-4.895552367355879,-12.313238906860352
Dalton Schultz,TE,2019,-32.11165479495357,-32.001999999999995,-21.438462075045784,-22.28499069213867
Bobby Wade,WR,2007,28.620423343402223,52.26999999999999,36.82932703690206,55.55286483764648
Cody Core,WR,2017,-26.12886296356139,-22.307999999999996,-15.53279601982264,-9.641975402832031
Joe Burns,RB,2005,-18.343502499846856,-19.188,-5.58231125299069,-9.217458343505859
Brandon LaFell,WR,2011,13.473261149544513,28.134,22.912571774253223,40.4689453125
Jamel White,RB,2004,-83.76974169675051,-84.96799999999998,-73.2240106085046,-49.90730743408203
Breshad Perriman,WR,2021,-56.109151712896114,-55.18599999999999,-51.246168296773,-51.92586669921875
Gunner Olszewski,WR,2021,-31.688603333714426,-17.176000000000002,-19.164991329103145,-26.903684616088867
Troy Hambrick,RB,2001,31.45108136829553,36.872,44.19669232846952,39.13728294372559
Willie Snead,WR,2020,13.741140177365182,-14.179999999999993,22.341247089259724,16.18552703857422
Brian Quick,WR,2013,9.387028239691148,20.559999999999995,22.066144041883994,20.74709053039551
Jason Wright,RB,2009,-28.290295760076265,-31.43399999999999,-15.632663278560855,-8.35064697265625
Stephen Burton,WR,2013,-16.445399155482495,-21.532000000000007,-3.1801943546670266,-8.42799644470215
Greg Lewis,WR,2007,-13.215983371815142,-10.73399999999998,-4.192044919580127,0.05837249755859375
Lee Smith,TE,2015,-2.5531746626002843,3.34,8.506139458154927,0.7172584533691406
Jamel White,RB,2001,95.64569302636124,66.43600000000004,107.73038458728082,111.66898117065432
Tyrone Wheatley,RB,2002,-2.3538483423591288,21.178000000000004,8.317666876615434,24.957378387451172
Andre Holmes,WR,2017,-3.915194708014077,10.147999999999996,8.715565650729246,9.429178237915039
Freddie Martino,WR,2017,-27.16572748177496,-16.519999999999996,-15.239966207968182,-18.078926467895506
Isaac Nauta,TE,2020,-22.89944033009714,-24.452000000000005,-9.724145863594476,-16.399462890625
Josh Morgan,WR,2011,-59.19129191510432,-62.5,-55.31705507522793,-55.82091522216797
Brandon Aiyuk,WR,2021,3.673468775195289,-16.450000000000017,5.825353453203718,13.252476501464855
Roscoe Parrish,WR,2011,-93.77357204102223,-127.804,-87.32233432104985,-77.849462890625
Stephen Davis,RB,2001,13.7251303436949,33.75000000000006,11.594464017992095,27.628314208984364
Ronnie Cruz,RB,2006,-17.16939237176775,-21.67733333333333,-3.9857266005449343,-12.554065322875976
Cam Cleeland,TE,2004,-19.973655601337818,-18.698,-10.156591943635291,-15.20809555053711
Koren Robinson,WR,2005,-36.38090958762214,-64.14399999999999,-31.075445847620784,-21.224717712402338
Kyle Eckel,RB,2009,-24.36948064872145,-13.472000000000008,-12.036935097929032,-14.909011840820312
Anthony Miller,WR,2019,18.873677750504697,21.340000000000018,27.68029909576427,20.71154022216797
Richard Rodgers,TE,2015,82.10608944742509,73.20399999999998,92.9901972342451,94.92639694213867
David Nelson,WR,2014,-72.26540897254203,-46.122,-64.41219520407495,-45.13442611694336
Demetrius Harris,TE,2015,-5.716324878294508,1.1839999999999993,6.829479030527878,0.06145324707031108
Jordan Akins,TE,2019,30.42225539625322,-0.8559999999999803,40.18331640148784,42.5827663421631
Justin Forsett,RB,2011,-51.02726124823502,-29.19,-43.46313616704457,-34.69240112304688
Justin Jackson,RB,2021,3.743291268110625,6.896000000000015,12.599002769246177,23.67456741333008
Az-Zahir Hakim,WR,2001,-44.38071145015982,-50.51799999999999,-39.01808960015441,-35.44964752197265
DeAndrew White,WR,2018,-25.45124012957171,-32.34399999999999,-12.967391065042172,-16.24035301208496
Laurence Maroney,RB,2008,-103.04604596516788,-113.75599999999996,-98.77945626894432,-92.51132507324219
De'Lance Turner,RB,2019,-25.908218961989256,-15.714,-13.05474199867947,-17.907354736328124
Danny Vitale,RB,2017,-22.62307182281596,-20.73599999999999,-10.030787009448677,-17.82342987060547
Mike Cloud,RB,2001,-16.423870274114698,-38.65,-4.777473058433257,-8.285550689697265
Antonio Freeman,WR,2001,7.962120502241362,-15.133999999999986,9.375280294399602,16.465626525878918
Reggie Brown,WR,2008,-69.4076936413099,-93.87399999999998,-66.03060765046172,-61.902278137207034
T.J. Duckett,RB,2006,-50.99581217337828,-50.90400000000001,-41.31500353037431,-28.584689331054687
Moran Norris,RB,2008,-9.949296860298734,-0.4580000000000019,2.2513812480114304,-4.514281082153321
LaBrandon Toefield,RB,2006,-40.43486296209123,-75.53200000000001,-28.568566017381,-24.41917304992676
Mike Goodson,RB,2010,75.1525670011637,57.948000000000015,87.98822332283487,83.12836570739746
Kerwynn Williams,RB,2017,24.624461880211346,3.816000000000038,36.57720006657045,39.09962692260743
Jordan Reed,TE,2016,-20.12921842180799,-15.305999999999957,-19.18515896559217,-9.038336181640602
James Thrash,WR,2004,-52.08210892240699,-77.55200000000004,-45.81451167360301,-40.723452758789065
Bubba Franks,TE,2003,-15.481621111368248,9.918000000000012,-8.477749265670106,-3.4815048217773423
Brian Robiskie,WR,2010,28.78669356845373,25.21999999999999,41.89027847049361,35.8680534362793
Donnie Avery,WR,2013,-15.666139481939991,-12.562000000000026,-11.21314115677228,-3.623539733886716
Tyler Eifert,TE,2015,103.09172713037624,126.466,113.1464652611969,125.54768371582031
Ricky Williams,RB,2004,66.82585331550752,89.57399999999998,77.32198295359413,91.16495285034179
Tyler Ervin,RB,2019,-5.36499604400241,-13.894000000000013,7.5504194193105505,0.5790954589843764
Patrick Hape,TE,2001,-6.75688832880823,-8.095999999999993,6.44064812959293,-0.3775886535644517
Dave Moore,TE,2004,-27.16101248278904,-30.713999999999995,-15.0310523823871,-20.322390365600587
Kellen Winslow,TE,2005,97.10374719141618,112.362,108.5258643250546,115.97806167602539
Greg Lewis,WR,2009,-30.713602131124524,-18.839999999999986,-18.551791621951786,-16.216078186035155
Reuben Droughns,RB,2005,17.10184028958534,28.883999999999983,16.36466278490181,24.916513061523432
Alex Smith,TE,2009,-45.32150225901741,-46.40599999999999,-36.42874109458401,-30.704200744628906
Todd Heap,TE,2012,-50.40413600628287,-25.204,-41.31865664650425,-26.686822509765626
Sheldon Jackson,TE,2001,-14.781567964741509,-8.816000000000003,-3.358081238552055,-10.150207901000977
Mike Furrey,WR,2009,-22.677719211558426,-17.299999999999997,-10.95918487240442,-3.414327621459961
David Sloan,TE,2001,38.34406691603791,42.48200000000001,47.56983302348634,42.897741699218756
Marquise Goodwin,WR,2018,-46.81217627552712,-54.44399999999996,-47.45771943926758,-38.162255859374994
Alge Crumpler,TE,2003,17.78136112850467,21.22199999999998,24.824505622679222,25.79683990478516
Corey Davis,WR,2018,78.38679514826013,91.01200000000004,87.06145767186263,107.16626129150393
Shaud Williams,RB,2006,-48.61850642600913,-69.94999999999997,-36.61507957829273,-31.019650268554688
Garrett Celek,TE,2017,5.987709150019249,13.681999999999997,15.207802125315666,26.960210418701166
Jason Snelling,RB,2009,92.56051662589108,82.87400000000002,104.65811676984892,101.57812423706056
Nelson Agholor,WR,2021,-36.784910072312485,-28.031999999999982,-36.89869411096528,-30.570237731933588
Rod Smith,WR,2006,-54.50015359331631,-24.81399999999998,-56.09052943694802,-44.4021728515625
Billy McMullen,WR,2006,2.211082873834421,24.828,13.659750574379515,19.60649795532227
Wayne Chrebet,WR,2002,45.47346238521179,43.45400000000005,47.48978577595648,55.239839172363304
Ronald Curry,WR,2007,20.500218270809867,21.38199999999999,25.805186306632507,36.41951446533203
Emmanuel Sanders,WR,2014,133.51747671699874,130.03999999999996,139.38981438061185,142.25764923095704
Tevin Coleman,RB,2016,120.17500051428668,76.14199999999998,130.39444241316113,141.31041870117187
Javon Ringer,RB,2010,19.494462816626324,31.906,32.0862540764409,28.057480621337888
Vincent Jackson,WR,2014,-12.35301813413659,-3.734000000000009,-14.483180586769947,-0.6850250244140739
Earnest Graham,RB,2008,-47.94584157800166,-64.18199999999997,-44.44356837015657,-32.230160522460935
Jerry Porter,WR,2001,11.550365130933614,-3.5840000000000245,24.746381119186047,17.51885299682617
Travis Beckum,TE,2011,-19.10718844256662,-14.632,-6.6421209380266255,-9.11204833984375
Louis Murphy,WR,2010,10.063581785150475,-25.47399999999999,19.4889563164722,4.721148681640628
Jeremy Sprinkle,TE,2019,19.90079998017796,19.478,31.153186722713865,23.79413185119629
Chris Thompson,RB,2019,-15.91662185027937,-15.931999999999974,-4.886886874514289,20.841046905517587
Jonathan Williams,RB,2020,-48.86987093685057,-78.92999999999999,-38.05540791975351,-33.849657440185545
Michael Bennett,RB,2004,-8.831123941828722,-40.18000000000001,-1.8430598273373988,9.111828613281261
Detron Smith,RB,2001,-20.806028688860643,-24.61319999999999,-7.572614951418869,-12.926162338256836
Joe Burns,RB,2004,-26.877875517757097,-69.49999999999999,-15.085312356455148,-14.540925979614258
Jerome Pathon,WR,2001,-36.35149046045915,-35.898,-30.970302814496108,-24.599049377441403
Antony Auclair,TE,2018,-14.50464927103069,-15.824000000000002,-2.254747915448629,-9.454209518432616
Tavon Austin,WR,2017,-63.18315262308552,-54.25399999999999,-55.52326714996714,-50.49351959228515
Joseph Randle,RB,2014,7.914429800895206,-0.6439999999999912,19.097653760473627,24.793925857543954
Justin Jackson,RB,2019,-33.572268221150225,-38.20200000000003,-23.206512811477182,-11.033367919921876
Chad Johnson,WR,2005,74.20348070690065,102.21000000000006,71.61052751382547,86.70054626464847
Brandin Cooks,WR,2018,57.533441946284256,76.52400000000002,54.770848456492615,66.67091674804686
Antwaan Randle El,WR,2003,-35.155659699944565,-14.46399999999997,-27.008503917453098,-14.77556762695312
Jeremy Maclin,WR,2013,108.72992450108676,113.76,111.92792026261613,117.56022338867189
Germane Crowell,WR,2002,-61.03815170685066,-42.234,-53.91410052940042,-42.755995178222655
Maurice Morris,RB,2004,-22.396392480930835,-25.081999999999997,-11.219062659270286,-6.412263488769533
Donald Lee,TE,2011,-14.809108710567289,-2.783999999999999,-3.1952874979902504,-5.488746643066406
Foster Moreau,TE,2021,31.0705412115259,24.482000000000006,42.68289906061693,37.999010848999035
Ben Watson,TE,2009,38.66433212885664,47.73200000000002,49.80379738354042,53.6920093536377
Michael Wiley,RB,2001,2.423727013928989,-7.259999999999991,15.182094085285634,18.70786819458008
Troy Brown,WR,2001,75.43541130036652,58.80600000000001,75.99280333318893,82.3214340209961
Terry Glenn,WR,2001,-102.02325540661516,-121.04199999999996,-98.96804537453568,-86.31739959716796
Jamaal Charles,RB,2016,-97.92432574045772,-106.72999999999998,-90.99683649281356,-87.21600494384765
Ron Dixon,WR,2002,12.544957226581843,19.80600000000001,23.987464082717278,23.956607055664065
Reno Mahe,RB,2004,2.115997289721406,12.297999999999998,15.234810303190066,9.794750595092772
Donald Driver,WR,2006,67.83959267281335,21.629999999999967,64.80643355999533,78.710107421875
Tevin Coleman,RB,2021,15.104139780284612,9.640000000000008,27.5550515562826,23.70594024658203
Blake Bell,TE,2017,-27.010545453848813,-11.548,-13.914589060906534,-22.942430114746095
Robert Meachem,WR,2012,-56.16253986881679,-62.98199999999999,-51.500377668559615,-55.43803253173828
Damien Harris,RB,2020,65.88701183191546,80.02886666666667,78.77291317869525,72.95372276306153
Andre Williams,RB,2015,-71.87245458482046,-83.24399999999997,-64.96001542631492,-62.173791503906244
Jeremy Kerley,WR,2014,-20.879271184244217,-10.650000000000006,-15.02923338190392,-3.0837020874023438
Donald Driver,WR,2008,31.06393258794489,10.664000000000016,29.80356711288394,40.12511596679687
Donte' Stallworth,WR,2007,-2.7453617801451884,-3.4679999999999467,-1.102668477253644,5.249250793457037
Marcus Pollard,TE,2002,-1.5845017447997949,-9.212000000000046,0.4417945685259639,-2.4645416259765653
Isaac Bruce,WR,2004,65.39613597050334,48.904,64.53177396187485,70.93588562011718
Devin Hester,WR,2013,38.04679540176289,20.167999999999992,49.1431327443248,53.16508865356445
Jerome Pathon,WR,2002,-27.53779480236298,-0.4420000000000215,-22.8943437502918,-6.489237976074222
Brian Kozlowski,TE,2006,-22.41076651244364,-16.939999999999994,-9.208844371495916,-17.82579650878906
Donte Moncrief,WR,2016,-22.28489645472945,-15.557999999999993,-17.419132112390727,-12.806997680664068
DeAngelo Williams,RB,2009,0.0918607120472358,-24.0859999999999,-1.389717193198777,16.814001464843756
Daniel Wilcox,TE,2006,-1.7682692686993915,7.054000000000009,10.080625676375623,13.092008209228517
Shawn Bryson,RB,2002,-52.78223578895422,-86.3,-42.59027214381646,-31.56776580810547
Tyler Higbee,TE,2021,33.1712969050803,28.260000000000005,37.844380691925736,33.18878936767578
Arian Foster,RB,2011,16.51979786484958,45.668000000000006,9.836038956702057,46.7532897949219
Stephen Davis,RB,2006,-52.97957199070994,-71.00600000000004,-46.30369360103992,-32.145932006835935
Jakobi Meyers,WR,2020,40.42227982396553,48.35800000000002,49.83610635284663,62.256047058105466
Isaiah Pead,RB,2013,-10.740770060547352,-19.416,1.8856801975747943,-2.633729553222656
